Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,166,372.57600E-003,-419.63400E-006,-156.34556E-006
1,1,167,377.25900E-003,-414.96400E-006,-156.54890E-006
1,1,168,381.93800E-003,-415.11300E-006,-158.54743E-006
1,1,169,386.61900E-003,-416.11200E-006,-160.87681E-006
1,1,170,391.29600E-003,-410.20300E-006,-160.51079E-006
1,1,171,395.99000E-003,-406.85300E-006,-161.10972E-006
1,1,172,400.67500E-003,-406.13300E-006,-162.72734E-006
1,1,173,405.35000E-003,-405.69400E-006,-164.44806E-006
1,1,174,410.03100E-003,-400.03900E-006,-164.02839E-006
1,1,175,414.72200E-003,-398.32800E-006,-165.19538E-006
1,1,176,419.40100E-003,-397.82000E-006,-166.84611E-006
1,1,177,424.07800E-003,-395.66100E-006,-167.79113E-006
1,1,178,428.76200E-003,-392.11200E-006,-168.12273E-006
1,1,179,433.44000E-003,-388.87800E-006,-168.55528E-006
1,1,180,438.13100E-003,-386.76300E-006,-169.45286E-006
1,1,181,442.81200E-003,-382.33300E-006,-169.30164E-006
1,1,182,447.49400E-003,-382.05800E-006,-170.96866E-006
1,1,183,452.17000E-003,-379.98900E-006,-171.81963E-006
1,1,184,456.85700E-003,-374.85700E-006,-171.25604E-006
1,1,185,461.53900E-003,-369.12500E-006,-170.36558E-006
1,1,186,466.22100E-003,-367.95600E-006,-171.54881E-006
1,1,187,470.90000E-003,-366.37900E-006,-172.52787E-006
1,1,188,475.58900E-003,-361.14100E-006,-171.75469E-006
1,1,189,480.27200E-003,-358.10500E-006,-171.98780E-006
1,1,190,484.95000E-003,-359.06600E-006,-174.12906E-006
1,1,191,489.63000E-003,-356.99000E-006,-174.79301E-006
1,1,192,494.30900E-003,-348.15600E-006,-172.09664E-006
1,1,193,499.00100E-003,-348.86000E-006,-174.08149E-006
1,1,194,503.68100E-003,-349.79300E-006,-176.18409E-006
1,1,195,508.35400E-003,-344.92200E-006,-175.34248E-006
1,1,196,513.04000E-003,-338.80400E-006,-173.82000E-006
1,1,197,517.73300E-003,-338.02000E-006,-175.00411E-006
1,1,198,522.41000E-003,-337.89200E-006,-176.51816E-006
1,1,199,527.08700E-003,-331.40000E-006,-174.67663E-006
1,1,200,531.76900E-003,-326.61000E-006,-173.68107E-006
1,1,201,536.45000E-003,-326.69900E-006,-175.25768E-006
1,1,202,541.14100E-003,-325.64400E-006,-176.21932E-006
1,1,203,545.82100E-003,-318.01800E-006,-173.58090E-006
1,1,204,550.50200E-003,-315.11200E-006,-173.46979E-006
1,1,205,555.18000E-003,-315.42700E-006,-175.11876E-006
1,1,206,559.86600E-003,-313.41300E-006,-175.46928E-006
1,1,207,564.55000E-003,-306.54300E-006,-173.05885E-006
1,1,208,569.23100E-003,-304.38000E-006,-173.26253E-006
1,1,209,573.91000E-003,-303.16000E-006,-173.98656E-006
1,1,210,578.59600E-003,-297.70400E-006,-172.25034E-006
1,1,211,583.27900E-003,-294.14900E-006,-171.57093E-006
1,1,212,587.96200E-003,-292.99700E-006,-172.27110E-006
1,1,213,592.64000E-003,-289.96400E-006,-171.84426E-006
1,1,214,597.32100E-003,-283.02200E-006,-169.05498E-006
1,1,215,602.01000E-003,-279.84400E-006,-168.46889E-006
1,1,216,606.68900E-003,-278.37700E-006,-168.88826E-006
1,1,217,611.36600E-003,-271.23600E-006,-165.82447E-006
1,1,218,616.05200E-003,-266.85400E-006,-164.39594E-006
1,1,219,620.74100E-003,-265.99100E-006,-165.11152E-006
1,1,220,625.41900E-003,-261.45700E-006,-163.52018E-006
1,1,221,630.09700E-003,-251.10800E-006,-158.22240E-006
1,1,222,634.77800E-003,-253.48900E-006,-160.90924E-006
1,1,223,639.45600E-003,-242.96400E-006,-155.36479E-006
1,1,224,644.15000E-003,-234.92200E-006,-151.32501E-006
1,1,225,648.83400E-003,-235.42800E-006,-152.75369E-006
1,1,226,653.51200E-003,-232.17100E-006,-151.72653E-006
1,1,227,658.18300E-003,-218.46700E-006,-143.79127E-006
1,1,228,662.87800E-003,-210.70100E-006,-139.66906E-006
1,1,229,667.56500E-003,-212.07200E-006,-141.57184E-006
1,1,230,672.24000E-003,-207.39400E-006,-139.41854E-006
1,1,231,676.91700E-003,-190.39200E-006,-128.87958E-006
1,1,232,681.61200E-003,-183.34700E-006,-124.97152E-006
1,1,233,686.28500E-003,-184.55400E-006,-126.65664E-006
1,1,234,690.96900E-003,-166.61900E-006,-115.12856E-006
1,1,235,695.65700E-003,-159.74900E-006,-111.13051E-006
1,1,236,700.32800E-003,-158.11300E-006,-110.73096E-006
1,1,237,705.01200E-003,-144.71000E-006,-102.02229E-006
1,1,238,709.70100E-003,-127.78200E-006,-90.68701E-006
1,1,239,714.38900E-003,-123.57300E-006,-88.27919E-006
1,1,240,719.05800E-003,-117.35900E-006,-84.38793E-006
1,1,241,723.74300E-003,-93.44900E-006,-67.63306E-006
1,1,242,728.82200E-003,-92.20830E-006,-67.20344E-006
1,1,243,733.03900E-003,-81.20880E-006,-59.52922E-006
1,1,244,737.54900E-003,-52.20230E-006,-38.50175E-006
1,1,245,742.79200E-003,-39.55340E-006,-29.37995E-006
1,1,246,747.23300E-003,-40.91230E-006,-30.57102E-006
1,1,247,751.22800E-003,-22.46760E-006,-16.87829E-006
1,1,248,756.54600E-003,9.40453E-006,7.11496E-006
1,1,249,761.23900E-003,5.93360E-006,4.51689E-006
1,1,250,765.24200E-003,39.63150E-006,30.32769E-006
1,1,251,770.51700E-003,61.92930E-006,47.71758E-006
1,1,252,775.69700E-003,61.13390E-006,47.42138E-006
1,1,253,779.70600E-003,77.10540E-006,60.11954E-006
1,1,254,784.62100E-003,119.90200E-006,94.07763E-006
1,1,255,789.31400E-003,123.03400E-006,97.11246E-006
1,1,256,793.98100E-003,136.67400E-006,108.51656E-006
1,1,257,798.65000E-003,180.92100E-006,144.49256E-006
1,1,258,803.35100E-003,202.09400E-006,162.35242E-006
1,1,259,808.03000E-003,200.26000E-006,161.81609E-006
1,1,260,812.69500E-003,229.82600E-006,186.77844E-006
1,1,261,817.39200E-003,274.53600E-006,224.40353E-006
1,1,262,822.08800E-003,286.75900E-006,235.74113E-006
